Product Name,Price,Rating,Number of Reviews,Amount of products sold out,Product Link,Actual listed price
"I14 Pro Max Unlocked Smartphone, 6+256GB, Android 13.0 Unlocked Cell Phones, 6.82"" HD Screen Battery 6800mAH with 128GB Memory Card/Face ID/Fingerprint Lock/Dual SIM 5G Phone (Blue)",$158,4.8 out of 5 stars,14,,https://www.amazon.com/BAOWU-I14-Unlocked-Smartphone-Fingerprint/dp/B0DKYX5DZ7/ref=sr_1_148?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-148&xpid=7-jNfIGsSwLb8,
"DOOGEE Fire 6 Power(2024) Rugged Phone,120LM Flashlight,15500mAh/33W Fast Rugged Smartphone, 256GB/TF 2TB,50MP,Android 14 Phone with 3-in-1 Reverse Charging,6.56"" HD+ 90Hz Cell Phones,Dual SIM/NFC/OTG",$309,5.0 out of 5 stars,4,,https://www.amazon.com/DOOGEE-Fire-Power-Flashlight-Smartphone/dp/B0DFM8KM9H/ref=sr_1_149?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-149&xpid=7-jNfIGsSwLb8,
"OUKITEL C57S Cell Phone Android 14 Smartphones - 8GB RAM 64/128GB ROM Mobile Phones, 6.52 inch HD+, 4300 mAh Smartphone for Teenagers, Octa-core, 13 MP + 5 MP Cell Phones Dual SIM 4G T-Mobile Phone",$99,5.0 out of 5 stars,6,,https://www.amazon.com/OUKITEL-C57S-Phone-Android-Smartphones/dp/B0DHH7ZX4L/ref=sr_1_150?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-150&xpid=7-jNfIGsSwLb8,$129.99
"OnePlus 8 Interstellar Glow, 5G Unlocked Android Smartphone U.S Version, 12GB RAM+256GB Storage, 90Hz Fluid Display,Triple Camera, with Alexa Built-in",$299,4.4 out of 5 stars,2.6K,,https://www.amazon.com/OnePlus-Interstellar-Unlocked-Android-Smartphone/dp/B0872473BF/ref=sr_1_151?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-151&xpid=7-jNfIGsSwLb8,
"A16 ProMax Unlocked Cell Phones 5G Smartphone Android 13 Cell Phones Snapdragon 8Gen2 6GB+256GB 6.8"" HD Screen 24MP+50MP 5000mAh Support Dual SIM|Fingerprint Lock|GPS|Face ID (Blue)",$129,1.8 out of 5 stars,11,,https://www.amazon.com/Deeptick-A16-ProMax-Smartphone-Fingerprint/dp/B0DHP3HLXY/ref=sr_1_152?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-152&xpid=7-jNfIGsSwLb8,$138.99
"Unlocked Cell Phones I15 Ultra Smartphones 5G Phone Android 13 Mobile Phones with 8GB+256GB 7"" Display 48MP+108MP Camera 6800 mAh Dual SIM/Build-in Pen (Black)",$169,2.0 out of 5 stars,7,,https://www.amazon.com/RokCokDok-Unlocked-I15-Smartphones-Android/dp/B0DK6M6NVH/ref=sr_1_153?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-153&xpid=7-jNfIGsSwLb8,$189.99
"Blackview Shark8 Unlocked Android Phones, 16GB+256GB/SD 2TB Smart Phone, Octa-Core Helio G99 6nm, Android 13 Smartphones, 120Hz 6.78"" FHD+, 5000mAh+33W, 64MP Camera, NFC/Fingerprint, 4G Dual SIM Phone",$199,4.2 out of 5 stars,192,,https://www.amazon.com/Blackview-Phone-Octa-Core-Smartphones-Fingerprint/dp/B0CRL4WFHL/ref=sr_1_154?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-154&xpid=7-jNfIGsSwLb8,
"GOWENIC Mini Smartphone, Unlocked Children Phone, Pocket Cellphone, Portable Mobile Phone, 32MB+32MB, Dual Card Dual Standby, Mini Cell Phone for Children (Dark Blue)",$24,,,,https://www.amazon.com/GOWENIC-Smartphone-Unlocked-Children-Cellphone/dp/B0BXYGTTLM/ref=sr_1_155?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-155&xpid=7-jNfIGsSwLb8,
Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Purple-ish,$179,4.3 out of 5 stars,4.5K,,https://www.amazon.com/Google-Pixel-Memory-Unlocked-Purple-ish/dp/B07R4C6KQY/ref=sr_1_156?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-156&xpid=7-jNfIGsSwLb8,
"XS14 PRO, 4G Unlocked lighrweight Smart Phone 3.0 Inch, 9.0 Android System, WiFi Bluetooth and Hotspot, 2000mAh Battery, Dual-SIM, The Best Gift for Child(Purple)",$65,4.1 out of 5 stars,7,,https://www.amazon.com/BOZZYS-XS14-PRO-lighrweight-Bluetooth/dp/B0DCG344KF/ref=sr_1_157?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-157&xpid=7-jNfIGsSwLb8,
"Motorola Moto G84 5G (GSM Unlocked, International Version) 256GB + 12GB RAM Dual SIM Android 13 Smartphone (Midnight Blue)",$235,4.2 out of 5 stars,434,50+ bought in past month,https://www.amazon.com/Motorola-Unlocked-International-Smartphone-Midnight/dp/B0CF2QBQBN/ref=sr_1_158?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-158&xpid=7-jNfIGsSwLb8,
"CAT S62 Rugged Cell Phone Unlocked (128GB, 4GB) 5.7"" IP68 Waterproof Android Smartphone, 12MP Dual Camera, All Day Battery, NFC, Fingerprint Unlock, Snapdragon 660 Nano Slot(Black) New",$169,3.5 out of 5 stars,161,100+ bought in past month,https://www.amazon.com/Unlocked-Waterproof-Smartphone-Fingerprint-Snapdragon/dp/B0CKXNCDXY/ref=sr_1_159?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-159&xpid=7-jNfIGsSwLb8,
"Cheap Mobile Phone, 5.0 Inch Dual SIM, Quad Core 16GB ROM, Android 9.0, Dual Camera, WiFi/Bluetooth/Face ID SIM Free Unlock Phone (Pink)",$51,3.1 out of 5 stars,72,50+ bought in past month,https://www.amazon.com/LatsYrs-Smartphone-Unlocked-Android-Bluetooth/dp/B0D2P9X3Y5/ref=sr_1_160?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.aHnfvsc5HPVhq2ihri_kq4Pcw6bmvB7kfWEdzqujTSZvMp113H0RzFwRN3VfpV-V6wMewW6RBfa67MfDjHBr-xQhL2xy1mN1U-A1zE02jiOIPTm2g9P4cN1EHMBsYL8RmJ5a5CpEcnqskAQFF7GqLJO4g4jSPTMlnH9Aw34PzRJ0pzdm1N24wc8Tajjqvf0dpur-39LqwkCYm4WW-OKx9aICl4VNdPvl9RTGb0CxpW0.8pOZD5qxdQNrsw7Zy8Fr5-iixdy_3tcWJRzmi6tt9Ys&dib_tag=se&keywords=smartphones&qid=1735658003&sprefix=smartphones%2Caps%2C212&sr=8-160&xpid=7-jNfIGsSwLb8,
Reno 12 Pro Unlocked Phone 6.8 Inch HD Screen Unlocked Android Phone 8-Core 8GB+256GB Android Smartphone 6800mAh Battery Super Endurance Dual SIM Android Phone (Black.),$119,3.1 out of 5 stars,16,,https://www.amazon.com/XUANMEIKE-Reno-12-Pro-Smartphone/dp/B0DJVR79XJ/ref=sr_1_161?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-161&xpid=7-jNfIGsSwLb8,$139.99
"Ulefone Rugged Smartphone, Armor 15 Rugged Phone Built in TWS Earbuds, 11GB+128GB, 6600mAh, Android 12, 13MP Wide-Angle Lens, 16MP Front Camera, NFC, Headset-Free, Fingerprint ID, Red",$199,4.0 out of 5 stars,78,,https://www.amazon.com/Ulefone-Smartphone-Wide-Angle-Headset-Free-Fingerprint/dp/B0B9RGWMNF/ref=sr_1_162?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-162&xpid=7-jNfIGsSwLb8,
"Motorola Moto G85 5G (256GB, 8GB) 6.67"" 3D Curved pOLED, Android 14 (International Model Unlocked for T-Mobile Mint Tello & Global ) XT2427-1, Green",$233,4.6 out of 5 stars,6,,https://www.amazon.com/Motorola-International-Unlocked-T-Mobile-XT2427-1/dp/B0DFKVBS5F/ref=sr_1_163?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-163&xpid=7-jNfIGsSwLb8,
"I16 PROMAX Unlocked Phone, 6.99inch HD AMOLED Screen Smartphone, Battery 7000mAh Cell Phone, Android 13.0 8+256GB with 128GB Memory Card, Face ID/Fingerprint Lock/5G/Photos/GPS (Pink)",$179,5.0 out of 5 stars,15,,https://www.amazon.com/Fadnou-I16-Unlocked-Smartphone-Fingerprint/dp/B0DPJCNR2Y/ref=sr_1_164?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-164&xpid=7-jNfIGsSwLb8,
Motorola Defy (2021) Dual-SIM 64GB ROM + 4GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Green) - International Version,$62,3.2 out of 5 stars,8,,https://www.amazon.com/Motorola-Dual-SIM-Factory-Unlocked-Smartphone/dp/B09QQTSGTP/ref=sr_1_165?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-165&xpid=7-jNfIGsSwLb8,$72.00
"Unlocked Android Phone A15 PROMAX Android 13 Cell Phone with Dynamic Island 6GB+256GB 6800mAh,Fast Charging,HD Screen 48MP+108MP Camera Cell Phone with 5G Dual SIM Smart Phone (White)",$169,4.3 out of 5 stars,17,,https://www.amazon.com/yowsley-Unlocked-Android-A15-Charging/dp/B0DK8V6517/ref=sr_1_166?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-166&xpid=7-jNfIGsSwLb8,
"UMIDIGI Unlocked Cell Phone, Power 5 (3+64g) Android 11 Smart Phone, 6150mAh Battery+ 6.53"" HD Display Smartphone with 16MP AI Triple Camera, Dual SIM Android Phone……",$nan,3.5 out of 5 stars,163,,https://www.amazon.com/UMIDIGI-Power-5-Smartphone/dp/B099934QCF/ref=sr_1_167?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-167&xpid=7-jNfIGsSwLb8,
"OUKITEL WP36 Pro Rugged Phone Unlocked- 24GB+256GB Cell Phone, 10600mAh Battery, 6.52"" Display Smartphone, 13MP Camera, 128dB Loud Speaker, 4G Dual SIM Android 14 Phones, IP68/69K/NFC/OTG/GPS/T-Mobile",$239,4.5 out of 5 stars,59,,https://www.amazon.com/OUKITEL-WP36-Pro-Unlocked-Smartphone/dp/B0DJPHYJ7C/ref=sr_1_168?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-168&xpid=7-jNfIGsSwLb8,
"for Android 6 Smartphone, 5.45in Full Screen Cell Phone 2GB 32GB ROM, 5MP Rear Camera Mobile Phone, for MTK6799 Quad Core CPU, 2200mAh Battery, Support Expansion 128GB(Blue)",$53,2.5 out of 5 stars,23,,https://www.amazon.com/Diyeeni-Android-Smartphone-MTK6799-Expansion/dp/B0B724V7NK/ref=sr_1_169?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-169&xpid=7-jNfIGsSwLb8,
Pixel 8 PRO Unlocked Cellphone Smartphone Android 13 Unlocked Phone with 6.8-inch Display/ 108MP+48MP Camera/Dual SIM/8GB+256GB/6800mAh/FACE ID/Fingerprint/5G Mobile Phone(Green),$169,1.6 out of 5 stars,11,,https://www.amazon.com/Pixel-Unlocked-Cellphone-Smartphone-Fingerprint/dp/B0DP6YZ8Y7/ref=sr_1_170?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-170&xpid=7-jNfIGsSwLb8,
"Ulefone Note 16 Pro (12GB+128GB) Android 13 Unlocked Smartphone, 50MP Main Camera Unlocked Cell Pones, 6.52” HD+ Waterdrop Screen, 8-Core Processor, 4400mAh, Dual 4G Mobile Phone-Blue NFC Version",$104,4.1 out of 5 stars,137,,https://www.amazon.com/Ulefone-Smartphone-Waterdrop-Processor-Phone-Blue/dp/B0CG1SPDLJ/ref=sr_1_171?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-171&xpid=7-jNfIGsSwLb8,
"DOOGEE V40 Rugged Smartphone 5G,32GB+512GB/2TB Android 14 Rugged Phone,4nm D7300,6.78"" FHD+120Hz Rugged Unlocked Cell Phone,108MP+20MP Night Vision,8680mAh,3 Card Slots/Dual Unlock/NFC/Wi-Fi6E/IP69K",$579,5.0 out of 5 stars,6,,https://www.amazon.com/DOOGEE-Smartphone-Android-Unlocked-8680mAh/dp/B0DG1YXX6L/ref=sr_1_172?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.URc7ZJMizz2ziEn1u_59v6UgLWdLio6qS51zh_mqfI4msQjWrUGGNXX1hXbiLmJEW0MT9LbZEaJ5sUs5NJzVE4Z3ha7bL9KLrh4RJRpjghkUQSZvRRBSxq5JfBrYrY1jQDxPt-j2X6CPUdF6eYT5H5WfVORIb980dj6lQ5aMRI860ZGDWN_CKgKCqIvnU5Xv1h5hzI20JEChSZ1mKOeGwTbb_6Wbd6JH_S7XBk3xScw.RFHl96btdeMnvvQI90o1JM-QXy9h97RNXdxeJ-MPI_8&dib_tag=se&keywords=smartphones&qid=1735658012&sprefix=smartphones%2Caps%2C212&sr=8-172&xpid=7-jNfIGsSwLb8,
